id,user_id,account_id,date,amount,merchant,description,category,is_recurring,mcc,source,balance
t692,u_demo,a_checking,2025-09-14,-7.18,Starbucks,STARBUCKS 4610,coffee,false,5814,synthetic,52273.9
t671,u_demo,a_checking,2025-09-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,54773.9
t700,u_demo,a_credit,2025-09-15,-190.01,Best Buy,BESTBUY #8285,electronics,false,5732,synthetic,-10700.6
t679,u_demo,a_checking,2025-09-21,-97.11,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,54676.8
t688,u_demo,a_checking,2025-09-23,-29.42,Panera Bread,PANERA BREAD 5431,restaurants,false,5812,synthetic,54647.4
t697,u_demo,a_checking,2025-09-24,-3.83,Starbucks,STARBUCKS 9105,coffee,false,5814,synthetic,54643.6
t698,u_demo,a_checking,2025-09-24,-4.91,Starbucks,STARBUCKS 9227,coffee,false,5814,synthetic,54638.7
t689,u_demo,a_checking,2025-09-28,-21.4,Local Diner,LOCAL DINER 9906,restaurants,false,5812,synthetic,54617.3
t693,u_demo,a_checking,2025-09-28,-3.4,Starbucks,STARBUCKS 8311,coffee,false,5814,synthetic,54613.9
t701,u_demo,a_credit,2025-09-28,-77.68,Amazon,AMZN Mktp US*A1009,shopping,false,5942,synthetic,-10778.2
t694,u_demo,a_checking,2025-09-30,-6.7,Starbucks,STARBUCKS 7787,coffee,false,5814,synthetic,54607.2
t695,u_demo,a_checking,2025-09-30,-3.55,Starbucks,STARBUCKS 4530,coffee,false,5814,synthetic,54603.6
t703,u_demo,a_checking,2025-10-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,57103.6
t716,u_demo,a_checking,2025-10-01,-31.18,Shell,SHELL OIL 9853,gas,false,5541,synthetic,57072.4
t723,u_demo,a_checking,2025-10-01,-3.86,Starbucks,STARBUCKS 8843,coffee,false,5814,synthetic,57068.6
t705,u_demo,a_checking,2025-10-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,55568.6
t729,u_demo,a_checking,2025-10-03,-4.46,Starbucks,STARBUCKS 8979,coffee,false,5814,synthetic,55564.1
t730,u_demo,a_checking,2025-10-03,-6.01,Starbucks,STARBUCKS 9533,coffee,false,5814,synthetic,55558.1
t712,u_demo,a_checking,2025-10-04,-123.15,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,55435
t709,u_demo,a_credit,2025-10-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-10791.2
t715,u_demo,a_checking,2025-10-05,-73.46,Shell,SHELL OIL 1482,gas,false,5541,synthetic,55361.5
t710,u_demo,a_credit,2025-10-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-10799.2
t711,u_demo,a_credit,2025-10-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-10802.2
t724,u_demo,a_checking,2025-10-08,-4.02,Starbucks,STARBUCKS 6472,coffee,false,5814,synthetic,55357.5
t728,u_demo,a_checking,2025-10-08,-5.67,Starbucks,STARBUCKS 8397,coffee,false,5814,synthetic,55351.8
t736,u_demo,a_checking,2025-10-08,248.5,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,55600.3
t725,u_demo,a_checking,2025-10-09,-4.99,Starbucks,STARBUCKS 1707,coffee,false,5814,synthetic,55595.3
t706,u_demo,a_checking,2025-10-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,55515.3
t718,u_demo,a_checking,2025-10-10,-27.83,Chipotle,CHIPOTLE 2100,restaurants,false,5812,synthetic,55487.5
t734,u_demo,a_credit,2025-10-10,-358.7,United Airlines,UA 450877,travel,false,4511,synthetic,-11160.9
t707,u_demo,a_checking,2025-10-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,55427.5
t727,u_demo,a_checking,2025-10-12,-5.88,Starbucks,STARBUCKS 4610,coffee,false,5814,synthetic,55421.6
t731,u_demo,a_checking,2025-10-12,-54.38,Lyft,LYFT TRIP 4874,rideshare,false,4121,synthetic,55367.2
t733,u_demo,a_credit,2025-10-13,-86.31,Target,TARGET #4374,shopping,false,5311,synthetic,-11247.2
t708,u_demo,a_checking,2025-10-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,55322.2
t704,u_demo,a_checking,2025-10-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,57822.2
t717,u_demo,a_checking,2025-10-15,-40.31,Shell,SHELL OIL 1987,gas,false,5541,synthetic,57781.9
t735,u_demo,a_checking,2025-10-16,-96.93,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,57685
t721,u_demo,a_checking,2025-10-17,-13.12,Chipotle,CHIPOTLE 3349,restaurants,false,5812,synthetic,57671.9
t714,u_demo,a_checking,2025-10-19,-87.92,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,57584
t720,u_demo,a_checking,2025-10-21,-31.53,Panera Bread,PANERA BREAD 7780,restaurants,false,5812,synthetic,57552.4
t722,u_demo,a_checking,2025-10-26,-12.38,Chipotle,CHIPOTLE 7764,restaurants,false,5812,synthetic,57540
t713,u_demo,a_checking,2025-10-28,-121.91,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,57418.1
t726,u_demo,a_checking,2025-10-28,-6.01,Starbucks,STARBUCKS 4713,coffee,false,5814,synthetic,57412.1
t719,u_demo,a_checking,2025-10-30,-14.09,Chipotle,CHIPOTLE 2343,restaurants,false,5812,synthetic,57398
t732,u_demo,a_checking,2025-10-30,-44.61,Lyft,LYFT TRIP 1661,rideshare,false,4121,synthetic,57353.4
t737,u_demo,a_checking,2025-11-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,59853.4
t746,u_demo,a_checking,2025-11-01,-94.49,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,59758.9
t748,u_demo,a_checking,2025-11-01,-93.15,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,59665.8
t750,u_demo,a_checking,2025-11-01,-77.46,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,59588.3
t752,u_demo,a_checking,2025-11-01,-43.99,Shell,SHELL OIL 6299,gas,false,5541,synthetic,59544.3
t762,u_demo,a_checking,2025-11-01,-6.73,Starbucks,STARBUCKS 5917,coffee,false,5814,synthetic,59537.6
t739,u_demo,a_checking,2025-11-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,58037.6
t758,u_demo,a_checking,2025-11-03,-3.69,Starbucks,STARBUCKS 7721,coffee,false,5814,synthetic,58033.9
t759,u_demo,a_checking,2025-11-03,-7.39,Starbucks,STARBUCKS 8373,coffee,false,5814,synthetic,58026.5
t766,u_demo,a_credit,2025-11-04,-60.27,Amazon,AMZN Mktp US*D8967,shopping,false,5942,synthetic,-11307.5
t743,u_demo,a_credit,2025-11-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-11320.5
t744,u_demo,a_credit,2025-11-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-11328.5
t747,u_demo,a_checking,2025-11-06,-119.85,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,57906.7
t768,u_demo,a_credit,2025-11-06,-218.84,Amazon,AMZN Mktp US*C5349,shopping,false,5942,synthetic,-11547.3
t745,u_demo,a_credit,2025-11-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-11550.3
t765,u_demo,a_checking,2025-11-08,-3.12,Starbucks,STARBUCKS 3964,coffee,false,5814,synthetic,57903.6
t751,u_demo,a_checking,2025-11-09,-134.01,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,57769.5
t740,u_demo,a_checking,2025-11-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,57689.5
t755,u_demo,a_checking,2025-11-10,-13.49,Panera Bread,PANERA BREAD 1560,restaurants,false,5812,synthetic,57676.1
t760,u_demo,a_checking,2025-11-10,-5.59,Starbucks,STARBUCKS 6656,coffee,false,5814,synthetic,57670.5
t770,u_demo,a_checking,2025-11-10,-52.21,Kaiser,Kaiser Permanente,healthcare,false,8011,synthetic,57618.3
t754,u_demo,a_checking,2025-11-11,-35.54,Panera Bread,PANERA BREAD 6435,restaurants,false,5812,synthetic,57582.7
t741,u_demo,a_checking,2025-11-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,57522.7
t742,u_demo,a_checking,2025-11-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,57477.7
t738,u_demo,a_checking,2025-11-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,59977.7
t757,u_demo,a_checking,2025-11-16,-12.43,Chipotle,CHIPOTLE 8693,restaurants,false,5812,synthetic,59965.3
t756,u_demo,a_checking,2025-11-18,-34.18,Panera Bread,PANERA BREAD 8629,restaurants,false,5812,synthetic,59931.1
t771,u_demo,a_checking,2025-11-18,-173.9,Venmo,VENMO CASHOUT,transfer,false,6011,synthetic,59757.2
t769,u_demo,a_checking,2025-11-19,-203.96,Kaiser,Kaiser Permanente,healthcare,false,8011,synthetic,59553.2
t749,u_demo,a_checking,2025-11-20,-48.44,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,59504.8
t763,u_demo,a_checking,2025-11-20,-4.79,Starbucks,STARBUCKS 3530,coffee,false,5814,synthetic,59500
t772,u_demo,a_checking,2025-11-23,-84.13,Venmo,VENMO CASHOUT,transfer,false,6011,synthetic,59415.9
t764,u_demo,a_checking,2025-11-25,-4.65,Starbucks,STARBUCKS 6772,coffee,false,5814,synthetic,59411.2
t753,u_demo,a_checking,2025-11-26,-38.09,Chevron,CHEVRON OIL 5406,gas,false,5541,synthetic,59373.1
t767,u_demo,a_credit,2025-11-28,-111.66,Amazon,AMZN Mktp US*F6777,shopping,false,5942,synthetic,-11662
t761,u_demo,a_checking,2025-11-29,-5.73,Starbucks,STARBUCKS 5259,coffee,false,5814,synthetic,59367.4
t773,u_demo,a_checking,2025-12-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,61867.4
t775,u_demo,a_checking,2025-12-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,60367.4
t797,u_demo,a_checking,2025-12-02,-6.32,Starbucks,STARBUCKS 5719,coffee,false,5814,synthetic,60361.1
t788,u_demo,a_checking,2025-12-03,-38.84,Shell,SHELL OIL 2549,gas,false,5541,synthetic,60322.3
t779,u_demo,a_credit,2025-12-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-11675
t787,u_demo,a_checking,2025-12-05,-87.73,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,60234.5
t792,u_demo,a_checking,2025-12-05,-35.03,Chipotle,CHIPOTLE 7356,restaurants,false,5812,synthetic,60199.5
t780,u_demo,a_credit,2025-12-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-11682.9
t781,u_demo,a_credit,2025-12-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-11685.9
t784,u_demo,a_checking,2025-12-07,-67.1,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,60132.4
t798,u_demo,a_checking,2025-12-08,-4.69,Starbucks,STARBUCKS 8394,coffee,false,5814,synthetic,60127.7
t801,u_demo,a_credit,2025-12-09,-45.22,Target,TARGET #1571,shopping,false,5311,synthetic,-11731.2
t776,u_demo,a_checking,2025-12-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,60047.7
t800,u_demo,a_checking,2025-12-10,-7.3,Starbucks,STARBUCKS 3672,coffee,false,5814,synthetic,60040.4
t777,u_demo,a_checking,2025-12-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,59980.4
t793,u_demo,a_checking,2025-12-13,-11.94,Local Diner,LOCAL DINER 3385,restaurants,false,5812,synthetic,59968.5
t778,u_demo,a_checking,2025-12-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,59923.5
t774,u_demo,a_checking,2025-12-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,62423.5
t783,u_demo,a_checking,2025-12-16,-93.4,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,62330.1
t794,u_demo,a_checking,2025-12-17,-5.47,Starbucks,STARBUCKS 5592,coffee,false,5814,synthetic,62324.6
t802,u_demo,a_checking,2025-12-18,-93.14,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic,62231.5
t799,u_demo,a_checking,2025-12-20,-4.77,Starbucks,STARBUCKS 4493,coffee,false,5814,synthetic,62226.7
t791,u_demo,a_checking,2025-12-21,-15.69,Local Diner,LOCAL DINER 8993,restaurants,false,5812,synthetic,62211
t796,u_demo,a_checking,2025-12-23,-3.57,Starbucks,STARBUCKS 8961,coffee,false,5814,synthetic,62207.4
t785,u_demo,a_checking,2025-12-28,-104.27,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,62103.2
t786,u_demo,a_checking,2025-12-28,-113.81,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,61989.3
t789,u_demo,a_checking,2025-12-29,-30.55,Chevron,CHEVRON OIL 4716,gas,false,5541,synthetic,61958.8
t782,u_demo,a_checking,2025-12-30,-61.89,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,61896.9
t790,u_demo,a_checking,2025-12-30,-33.71,Panera Bread,PANERA BREAD 3293,restaurants,false,5812,synthetic,61863.2
t795,u_demo,a_checking,2025-12-31,-6.8,Starbucks,STARBUCKS 7036,coffee,false,5814,synthetic,61856.4
